admission_grade,displaced,educational_special_needs,debtor,tuition_fees_up_to_date,gender,scholarship_holder,age_at_enrollment,international,unemployment_rate,inflation_rate,gdp,target
148.4,0,0,0,1,0,1,19,0,15.5,2.8,-4.06,Graduate
129.7,0,0,0,1,0,0,35,0,13.9,-0.3,0.79,Graduate
128.2,0,0,0,1,0,0,31,0,12.7,3.7,-1.7,Dropout
104,0,0,1,1,0,0,42,0,11.1,0.6,2.02,Enrolled
119.9,1,0,0,0,0,0,34,0,9.4,-0.8,-3.12,Dropout
141,1,0,0,1,0,1,18,0,12.4,0.5,1.79,Graduate
116.6,1,0,0,0,0,1,18,0,8.9,1.4,3.51,Enrolled
140,1,0,0,1,0,0,21,0,16.2,0.3,-0.92,Enrolled
140,0,0,0,1,0,1,26,0,16.2,0.3,-0.92,Dropout
100,0,0,0,1,0,0,20,0,13.9,-0.3,0.79,Enrolled
121,0,0,0,1,0,0,19,0,7.6,2.6,0.32,Enrolled
117,0,0,0,1,0,1,19,0,15.5,2.8,-4.06,Graduate
140.2,0,0,0,1,0,0,20,0,8.9,1.4,3.51,Graduate
129.3,0,0,0,1,0,0,19,0,7.6,2.6,0.32,Graduate
145.3,0,0,0,1,0,0,18,0,7.6,2.6,0.32,Graduate
146.2,0,0,0,1,0,0,28,0,10.8,1.4,1.74,Graduate
122.5,1,0,0,1,0,0,22,0,15.5,2.8,-4.06,Enrolled
156.1,0,0,0,1,0,1,21,0,13.9,-0.3,0.79,Graduate
140,1,0,0,1,0,0,21,0,12.4,0.5,1.79,Enrolled
140,0,1,0,1,0,0,26,0,16.2,0.3,-0.92,Enrolled
128.4,1,0,1,0,0,0,18,0,7.6,2.6,0.32,Dropout
115,0,0,0,0,0,0,20,0,7.6,2.6,0.32,Dropout
158.7,0,0,0,1,0,0,18,0,11.1,0.6,2.02,Graduate
124.5,1,0,0,1,0,1,19,0,10.8,1.4,1.74,Graduate
111.9,1,0,0,1,0,0,20,0,12.4,0.5,1.79,Graduate
150,1,0,0,1,0,1,22,0,13.9,-0.3,0.79,Graduate
114.2,1,0,1,1,0,0,18,0,10.8,1.4,1.74,Dropout
96,1,0,0,1,0,0,19,0,16.2,0.3,-0.92,Dropout
128.9,0,0,0,1,0,1,18,0,8.9,1.4,3.51,Enrolled
121.7,1,0,0,1,0,0,20,0,10.8,1.4,1.74,Enrolled
114.8,1,1,0,1,0,0,19,0,7.6,2.6,0.32,Enrolled
127,0,0,0,1,0,0,19,0,12.4,0.5,1.79,Enrolled
131.3,1,0,0,1,0,0,19,0,10.8,1.4,1.74,Graduate
137.1,1,0,0,1,0,0,18,0,12.7,3.7,-1.7,Graduate
120,1,0,0,1,0,0,21,0,13.9,-0.3,0.79,Graduate
139,0,0,0,1,0,0,27,0,8.9,1.4,3.51,Graduate
129.1,0,0,0,1,0,0,19,0,15.5,2.8,-4.06,Graduate
128.2,0,0,0,1,0,0,25,0,7.6,2.6,0.32,Dropout
120.8,1,0,0,1,0,1,18,0,10.8,1.4,1.74,Graduate
135.8,0,0,0,1,0,0,24,0,10.8,1.4,1.74,Graduate
118.9,1,0,0,1,0,0,20,0,13.9,-0.3,0.79,Graduate
140,0,0,0,1,0,0,26,0,12.4,0.5,1.79,Graduate
127.1,1,0,0,1,0,1,20,0,8.9,1.4,3.51,Graduate
137,0,0,0,1,0,0,18,0,7.6,2.6,0.32,Graduate
127.4,1,0,0,1,0,0,19,0,15.5,2.8,-4.06,Graduate
97,1,0,0,1,0,0,23,0,12.7,3.7,-1.7,Dropout
126.3,1,0,0,1,0,1,18,0,7.6,2.6,0.32,Graduate
127.5,0,0,0,1,0,0,18,0,12.7,3.7,-1.7,Dropout
126.6,0,0,0,1,0,1,19,0,11.1,0.6,2.02,Graduate
120,0,0,0,1,0,0,30,0,7.6,2.6,0.32,Graduate
140,1,0,0,1,0,0,29,0,15.5,2.8,-4.06,Dropout
131.5,1,0,0,1,0,0,19,0,9.4,-0.8,-3.12,Graduate
112.2,1,0,0,1,0,0,20,0,12.4,0.5,1.79,Graduate
150.5,0,0,0,1,0,0,20,0,7.6,2.6,0.32,Graduate
121,1,0,0,1,0,0,19,0,11.1,0.6,2.02,Graduate
112.2,1,0,0,1,0,0,20,0,10.8,1.4,1.74,Enrolled
129.4,1,0,0,1,0,0,21,0,10.8,1.4,1.74,Dropout
114.4,0,0,0,1,0,0,19,0,11.1,0.6,2.02,Graduate
120.3,1,0,0,1,0,1,18,0,10.8,1.4,1.74,Graduate
120,0,0,0,1,0,1,27,0,15.5,2.8,-4.06,Graduate
114.5,1,0,0,1,0,1,19,0,12.4,0.5,1.79,Graduate
127.8,0,0,0,1,0,1,19,0,7.6,2.6,0.32,Dropout
124.6,1,0,0,1,0,0,19,0,15.5,2.8,-4.06,Graduate
130.3,1,0,0,1,0,1,18,0,12.7,3.7,-1.7,Graduate
118.2,0,0,0,1,0,1,20,0,12.4,0.5,1.79,Enrolled
118.8,0,0,0,1,0,1,18,0,12.7,3.7,-1.7,Graduate
133,1,0,0,1,0,0,19,0,7.6,2.6,0.32,Dropout
129,1,0,0,1,0,0,36,0,7.6,2.6,0.32,Graduate
100,0,0,0,1,0,0,18,0,10.8,1.4,1.74,Enrolled
120.7,1,0,1,1,0,0,18,0,12.7,3.7,-1.7,Enrolled
132.5,1,0,0,1,0,0,19,0,12.7,3.7,-1.7,Graduate
120.3,1,0,0,1,0,1,18,0,10.8,1.4,1.74,Graduate
114.6,0,0,0,1,0,0,18,0,9.4,-0.8,-3.12,Graduate
116.5,1,0,0,1,0,1,19,0,12.4,0.5,1.79,Graduate
127.8,0,0,0,1,0,1,19,0,13.9,-0.3,0.79,Graduate
129.9,1,0,0,1,0,0,18,0,15.5,2.8,-4.06,Dropout
118.9,1,0,0,1,0,0,20,0,11.1,0.6,2.02,Graduate
114.3,1,0,0,1,0,1,20,0,12.4,0.5,1.79,Enrolled
114.8,1,0,0,1,0,0,20,0,10.8,1.4,1.74,Graduate
123,1,0,0,1,0,1,18,0,10.8,1.4,1.74,Graduate
122.1,1,0,0,1,0,0,18,0,15.5,2.8,-4.06,Graduate
123.7,0,0,0,1,0,0,19,0,9.4,-0.8,-3.12,Graduate
132.4,1,0,0,1,0,0,19,0,9.4,-0.8,-3.12,Enrolled
114.8,0,0,0,1,0,0,44,0,7.6,2.6,0.32,Graduate
130,0,0,0,1,0,0,32,0,12.4,0.5,1.79,Dropout
122.3,0,0,0,1,0,0,22,0,12.7,3.7,-1.7,Dropout
152.4,1,0,0,1,0,0,36,0,8.9,1.4,3.51,Graduate
120.1,0,0,0,1,0,1,18,0,16.2,0.3,-0.92,Graduate
155.1,1,0,0,1,0,0,20,0,12.7,3.7,-1.7,Graduate
124.5,0,0,0,1,0,1,20,0,11.1,0.6,2.02,Graduate
126.9,0,0,0,1,0,0,19,0,15.5,2.8,-4.06,Graduate
153.2,1,0,1,1,0,0,24,0,12.4,0.5,1.79,Graduate
129.8,0,0,0,1,0,0,20,0,15.5,2.8,-4.06,Enrolled
135,0,0,0,1,0,0,27,0,10.8,1.4,1.74,Dropout
131.3,1,0,0,1,0,0,20,0,15.5,2.8,-4.06,Enrolled
125.2,0,0,0,1,0,1,23,0,9.4,-0.8,-3.12,Graduate
141.3,1,0,0,1,0,1,18,0,9.4,-0.8,-3.12,Graduate
117.1,1,0,0,1,0,1,18,0,12.7,3.7,-1.7,Graduate
126.5,1,0,0,1,0,1,20,0,10.8,1.4,1.74,Graduate
120.1,0,0,0,1,0,1,20,0,13.9,-0.3,0.79,Graduate
128.4,0,0,0,1,0,0,23,0,11.1,0.6,2.02,Dropout
140,1,0,0,1,0,0,20,0,7.6,2.6,0.32,Graduate
110,1,0,0,0,0,0,28,0,7.6,2.6,0.32,Dropout
116.8,1,0,0,1,0,0,21,0,7.6,2.6,0.32,Graduate
104.5,1,0,0,1,0,0,21,0,12.4,0.5,1.79,Dropout
140,0,0,0,1,0,0,28,0,7.6,2.6,0.32,Dropout
113.2,0,1,0,1,0,0,18,0,16.2,0.3,-0.92,Graduate
118.6,1,0,0,1,0,1,21,0,8.9,1.4,3.51,Enrolled
123.8,0,0,0,1,0,0,19,0,13.9,-0.3,0.79,Graduate
126.7,1,0,0,1,0,1,18,0,12.7,3.7,-1.7,Graduate
133.8,0,0,0,1,0,0,19,0,7.6,2.6,0.32,Dropout
140,0,0,0,1,0,0,20,0,13.9,-0.3,0.79,Enrolled
100.6,1,0,0,1,0,1,20,0,12.4,0.5,1.79,Graduate
132.7,0,0,0,1,0,1,18,0,10.8,1.4,1.74,Graduate
106.6,1,0,0,1,0,0,20,0,10.8,1.4,1.74,Dropout
140.4,0,0,0,1,0,0,31,0,13.9,-0.3,0.79,Dropout
128.3,1,0,0,1,0,1,19,0,15.5,2.8,-4.06,Graduate
118.6,1,0,0,1,0,1,19,0,13.9,-0.3,0.79,Graduate
123.4,0,0,0,1,0,0,23,0,13.9,-0.3,0.79,Graduate
124,0,0,0,1,0,0,19,0,12.4,0.5,1.79,Graduate
121.3,1,0,0,1,0,0,20,0,7.6,2.6,0.32,Graduate
101,1,0,1,1,0,0,22,0,12.4,0.5,1.79,Enrolled
116.9,1,1,0,1,0,0,18,0,13.9,-0.3,0.79,Enrolled
130,0,0,1,0,0,0,27,0,12.7,3.7,-1.7,Dropout
120,0,0,0,1,0,0,29,0,12.7,3.7,-1.7,Dropout
130.4,1,0,0,1,0,0,18,0,11.1,0.6,2.02,Graduate
118.7,0,0,0,1,0,0,18,0,16.2,0.3,-0.92,Graduate
131.5,0,0,0,1,0,0,18,0,9.4,-0.8,-3.12,Graduate
120.4,1,0,0,1,0,0,20,0,9.4,-0.8,-3.12,Enrolled
129.1,1,0,0,1,0,0,18,0,11.1,0.6,2.02,Graduate
132,0,0,0,0,0,0,18,0,13.9,-0.3,0.79,Enrolled
130,0,0,0,0,0,0,28,0,10.8,1.4,1.74,Dropout
132.8,1,0,0,1,0,1,18,0,12.7,3.7,-1.7,Graduate
143.7,0,0,0,1,0,0,27,0,12.4,0.5,1.79,Enrolled
152.8,0,0,0,1,0,0,26,0,16.2,0.3,-0.92,Enrolled
133.5,1,0,0,1,0,0,18,0,12.7,3.7,-1.7,Graduate
146.2,0,0,0,1,0,0,18,0,9.4,-0.8,-3.12,Dropout
115.2,0,1,0,1,0,0,21,0,15.5,2.8,-4.06,Dropout
120.7,1,0,0,1,0,0,18,0,9.4,-0.8,-3.12,Enrolled
101.8,0,0,0,0,0,0,32,0,10.8,1.4,1.74,Dropout
100,0,0,0,1,0,0,28,0,7.6,2.6,0.32,Graduate
121.9,0,0,0,0,0,0,40,0,12.7,3.7,-1.7,Dropout
120.4,0,0,1,0,0,0,39,0,9.4,-0.8,-3.12,Dropout
120.4,0,0,1,0,0,0,39,0,9.4,-0.8,-3.12,Dropout
148.8,0,0,0,1,0,0,50,0,8.9,1.4,3.51,Graduate
123,1,0,0,1,0,0,23,0,10.8,1.4,1.74,Dropout
100,0,0,0,1,0,0,48,0,9.4,-0.8,-3.12,Dropout
112.1,1,0,0,1,0,0,23,0,7.6,2.6,0.32,Dropout
126.8,1,0,0,1,0,1,18,0,10.8,1.4,1.74,Graduate
115.9,0,0,0,1,0,0,18,0,9.4,-0.8,-3.12,Graduate
132.5,1,0,0,0,0,0,20,1,13.9,-0.3,0.79,Graduate
132.2,1,0,0,1,0,1,18,1,10.8,1.4,1.74,Graduate
183.5,1,0,0,1,0,0,18,1,16.2,0.3,-0.92,Dropout
136,0,0,0,1,1,0,31,0,16.2,0.3,-0.92,Dropout
100.9,1,0,0,1,1,0,24,0,10.8,1.4,1.74,Enrolled
114.5,1,0,0,1,1,0,24,0,9.4,-0.8,-3.12,Graduate
110.3,0,0,1,0,1,0,26,0,10.8,1.4,1.74,Dropout
137.2,1,0,1,1,1,0,18,0,16.2,0.3,-0.92,Dropout
116.9,0,0,0,1,1,1,19,0,12.7,3.7,-1.7,Enrolled
121.8,1,0,0,1,1,0,22,0,13.9,-0.3,0.79,Dropout
127.3,1,0,0,1,1,0,18,0,10.8,1.4,1.74,Graduate
120,0,0,1,0,1,0,20,0,16.2,0.3,-0.92,Dropout
150,0,0,0,1,1,0,25,0,15.5,2.8,-4.06,Graduate
100,1,0,0,1,1,0,24,0,13.9,-0.3,0.79,Graduate
150,1,0,0,1,1,0,27,0,8.9,1.4,3.51,Dropout
116.9,0,0,0,1,1,0,21,0,15.5,2.8,-4.06,Graduate
140,1,0,0,1,1,0,21,0,12.4,0.5,1.79,Graduate
122.1,1,0,0,1,1,0,19,0,10.8,1.4,1.74,Dropout
160,0,0,0,1,1,0,28,0,16.2,0.3,-0.92,Graduate
118.4,0,0,0,1,1,0,20,0,7.6,2.6,0.32,Enrolled
150,0,0,0,1,1,1,21,0,15.5,2.8,-4.06,Graduate
144.9,0,0,0,1,1,1,18,0,16.2,0.3,-0.92,Graduate
121.1,1,0,0,1,1,1,18,0,8.9,1.4,3.51,Enrolled
121.8,0,0,0,1,1,0,20,0,15.5,2.8,-4.06,Enrolled
146.8,0,0,0,1,1,0,25,0,16.2,0.3,-0.92,Enrolled
138,0,0,1,1,1,0,22,0,11.1,0.6,2.02,Enrolled
138,0,0,0,1,1,0,18,0,9.4,-0.8,-3.12,Enrolled
116.3,1,0,0,1,1,0,19,0,13.9,-0.3,0.79,Graduate
122.5,1,0,0,1,1,0,19,0,12.4,0.5,1.79,Dropout
115,1,0,1,0,1,0,25,0,12.7,3.7,-1.7,Dropout
115,0,0,1,1,1,0,21,0,15.5,2.8,-4.06,Dropout
119.8,1,0,0,1,1,0,19,0,11.1,0.6,2.02,Dropout
95,0,0,0,1,1,0,20,0,11.1,0.6,2.02,Dropout
150,0,0,0,1,1,0,25,0,15.5,2.8,-4.06,Dropout
117.8,1,0,0,1,1,0,20,0,10.8,1.4,1.74,Enrolled
144.2,1,0,0,1,1,0,18,0,7.6,2.6,0.32,Graduate
130,1,0,1,1,1,0,23,0,8.9,1.4,3.51,Enrolled
128.2,1,0,0,1,1,0,23,0,9.4,-0.8,-3.12,Graduate
135.3,0,0,0,1,1,0,21,0,8.9,1.4,3.51,Graduate
143.9,1,0,0,1,1,0,20,0,9.4,-0.8,-3.12,Enrolled
140.7,0,0,0,1,1,0,25,0,12.4,0.5,1.79,Dropout
130.4,1,0,0,1,1,0,18,0,8.9,1.4,3.51,Graduate
123.2,1,0,0,1,1,0,22,0,10.8,1.4,1.74,Graduate
118,0,0,0,1,1,0,27,0,8.9,1.4,3.51,Graduate
120,0,0,0,1,1,0,25,0,16.2,0.3,-0.92,Dropout
118.9,1,0,0,1,1,0,18,0,7.6,2.6,0.32,Dropout
117.2,0,0,0,1,1,0,20,0,12.7,3.7,-1.7,Graduate
120,0,0,0,1,1,0,27,0,16.2,0.3,-0.92,Graduate
118.1,0,0,0,1,1,0,20,0,7.6,2.6,0.32,Graduate
124.8,1,0,0,1,1,0,22,0,7.6,2.6,0.32,Dropout
106.5,1,0,0,1,1,0,19,0,12.4,0.5,1.79,Dropout
116.8,0,0,0,1,1,0,20,0,13.9,-0.3,0.79,Enrolled
109.3,0,0,0,1,1,0,19,0,9.4,-0.8,-3.12,Graduate
120,1,0,0,0,1,0,29,0,9.4,-0.8,-3.12,Dropout
137.5,0,0,0,1,1,0,19,0,12.7,3.7,-1.7,Graduate
150,1,0,0,1,0,1,28,0,9.4,-0.8,-3.12,Enrolled
120.4,0,0,0,1,0,0,20,0,7.6,2.6,0.32,Graduate
136.7,1,0,0,1,0,0,20,0,10.8,1.4,1.74,Graduate
118.5,1,0,0,1,0,0,31,0,7.6,2.6,0.32,Dropout
133,1,0,0,1,0,0,18,0,13.9,-0.3,0.79,Graduate
128.8,1,0,0,1,0,0,19,0,8.9,1.4,3.51,Enrolled
133,1,0,0,1,0,0,18,0,13.9,-0.3,0.79,Graduate
102,0,0,0,1,0,0,19,0,10.8,1.4,1.74,Graduate
133.9,0,0,0,1,0,1,18,0,12.7,3.7,-1.7,Graduate
127,0,0,0,1,0,0,19,0,7.6,2.6,0.32,Graduate
120.4,1,0,0,1,0,1,18,0,15.5,2.8,-4.06,Graduate
124.5,1,0,0,1,0,0,19,0,7.6,2.6,0.32,Graduate
123.9,0,0,0,1,0,0,19,0,13.9,-0.3,0.79,Graduate
117.8,1,0,0,1,0,0,18,0,10.8,1.4,1.74,Graduate
126.7,0,0,0,1,0,0,19,0,16.2,0.3,-0.92,Enrolled
110,0,0,0,1,0,1,20,0,11.1,0.6,2.02,Graduate
134.7,1,0,0,1,0,0,20,0,12.7,3.7,-1.7,Enrolled
113.2,0,0,1,1,0,0,20,0,11.1,0.6,2.02,Enrolled
141,0,0,0,1,0,0,29,0,10.8,1.4,1.74,Dropout
111.5,0,0,0,0,0,1,20,0,7.6,2.6,0.32,Dropout
140,0,0,1,0,0,0,31,0,8.9,1.4,3.51,Dropout
134.3,0,1,0,1,0,0,20,0,10.8,1.4,1.74,Graduate
125.3,1,0,0,1,0,0,21,0,15.5,2.8,-4.06,Graduate
140,1,0,0,1,0,0,23,0,12.4,0.5,1.79,Dropout
119.6,0,0,1,0,0,0,21,0,10.8,1.4,1.74,Dropout
170,0,0,0,1,0,0,24,0,16.2,0.3,-0.92,Graduate
150.5,0,0,0,1,0,0,27,0,15.5,2.8,-4.06,Graduate
128,0,0,0,1,0,1,18,0,13.9,-0.3,0.79,Graduate
108.7,1,0,0,0,0,0,21,0,9.4,-0.8,-3.12,Dropout
121.6,1,0,1,1,0,1,19,0,7.6,2.6,0.32,Dropout
125.3,1,0,0,1,0,1,19,0,10.8,1.4,1.74,Graduate
117.6,0,0,0,1,0,0,18,0,12.4,0.5,1.79,Dropout
124.3,1,0,0,1,0,1,18,0,7.6,2.6,0.32,Enrolled
106.1,1,0,1,1,0,1,20,0,8.9,1.4,3.51,Graduate
139.9,1,0,0,1,0,0,24,0,9.4,-0.8,-3.12,Graduate
110.8,1,0,0,1,0,0,20,0,12.4,0.5,1.79,Graduate
118,0,0,0,1,0,0,20,0,12.4,0.5,1.79,Enrolled
117.8,1,0,0,1,0,1,19,0,12.7,3.7,-1.7,Graduate
127.5,1,0,0,1,0,1,18,0,12.7,3.7,-1.7,Graduate
129.7,1,0,0,1,0,1,20,0,9.4,-0.8,-3.12,Graduate
130.6,1,0,0,1,0,0,20,0,16.2,0.3,-0.92,Graduate
126.3,1,0,0,1,0,1,19,0,11.1,0.6,2.02,Graduate
140,1,0,0,1,0,0,19,0,12.4,0.5,1.79,Enrolled
105,1,0,0,1,0,0,20,0,12.7,3.7,-1.7,Graduate
114.6,1,0,0,1,0,0,19,0,13.9,-0.3,0.79,Dropout
114.6,1,0,0,1,0,0,19,0,9.4,-0.8,-3.12,Dropout
131,1,0,0,1,0,1,18,0,9.4,-0.8,-3.12,Graduate
109,0,0,0,1,0,1,23,0,11.1,0.6,2.02,Dropout
132,1,0,0,1,0,0,21,0,12.7,3.7,-1.7,Dropout
130,1,0,0,1,0,0,23,0,11.1,0.6,2.02,Graduate
109.5,1,0,0,1,0,0,19,0,13.9,-0.3,0.79,Graduate
115.9,1,0,0,1,0,0,18,0,12.4,0.5,1.79,Graduate
131.6,1,1,0,1,0,0,19,0,10.8,1.4,1.74,Graduate
120,0,0,0,1,0,1,25,0,12.7,3.7,-1.7,Graduate
109.7,1,0,0,1,0,0,19,0,9.4,-0.8,-3.12,Enrolled
136.4,0,0,0,1,0,1,19,0,13.9,-0.3,0.79,Graduate
120,0,0,1,1,0,1,24,0,12.7,3.7,-1.7,Graduate
132.6,1,0,0,1,0,1,18,0,8.9,1.4,3.51,Graduate
112.9,1,0,0,1,0,1,19,0,16.2,0.3,-0.92,Graduate
134.3,0,0,0,1,0,1,18,0,12.7,3.7,-1.7,Graduate
123.2,0,0,0,1,0,0,27,0,10.8,1.4,1.74,Enrolled
117.2,0,0,0,1,0,0,19,0,15.5,2.8,-4.06,Graduate
129.8,0,0,0,1,0,1,18,0,12.7,3.7,-1.7,Dropout
158,0,0,1,0,0,0,34,0,12.7,3.7,-1.7,Dropout
116.5,0,0,0,1,0,0,18,0,7.6,2.6,0.32,Enrolled
121,1,0,0,1,0,0,18,0,7.6,2.6,0.32,Enrolled
133.8,1,0,0,1,0,0,18,0,9.4,-0.8,-3.12,Enrolled
115,1,0,1,0,0,0,20,0,8.9,1.4,3.51,Dropout
131.8,1,0,0,1,0,1,19,0,7.6,2.6,0.32,Enrolled
121,0,0,0,1,0,0,21,0,7.6,2.6,0.32,Enrolled
152.4,0,0,0,1,0,0,26,0,10.8,1.4,1.74,Graduate
110.2,0,0,0,1,0,0,27,0,10.8,1.4,1.74,Graduate
113.5,1,0,0,1,0,0,20,0,9.4,-0.8,-3.12,Graduate
144.4,1,0,0,1,0,0,18,0,16.2,0.3,-0.92,Graduate
143.3,1,0,0,0,0,0,23,0,8.9,1.4,3.51,Enrolled
100,0,0,0,1,0,0,24,0,12.7,3.7,-1.7,Graduate
126.3,1,0,0,1,0,1,19,0,13.9,-0.3,0.79,Graduate
115.9,0,0,0,1,0,0,19,0,10.8,1.4,1.74,Graduate
114.9,1,0,1,1,0,1,19,0,8.9,1.4,3.51,Enrolled
121,0,0,1,1,0,0,18,0,7.6,2.6,0.32,Enrolled
112.3,0,0,0,1,0,0,22,0,16.2,0.3,-0.92,Graduate
127,0,0,0,1,0,0,20,0,12.7,3.7,-1.7,Graduate
120,0,0,0,1,0,0,25,0,11.1,0.6,2.02,Dropout
180,0,0,0,1,0,0,21,0,15.5,2.8,-4.06,Graduate
117.4,1,0,0,1,0,0,19,0,11.1,0.6,2.02,Enrolled
115.8,1,0,0,1,0,0,18,0,13.9,-0.3,0.79,Graduate
136.5,1,0,0,1,0,0,18,0,7.6,2.6,0.32,Graduate
129,1,0,0,1,1,0,19,0,13.9,-0.3,0.79,Graduate
137.6,1,0,0,1,0,1,19,1,10.8,1.4,1.74,Graduate
129.5,1,0,1,0,0,0,18,0,10.8,1.4,1.74,Dropout
129.1,1,0,0,1,0,1,20,0,12.4,0.5,1.79,Graduate
130.2,1,0,0,1,0,0,19,0,12.4,0.5,1.79,Dropout
134.3,1,0,0,1,0,0,28,0,16.2,0.3,-0.92,Graduate
138.4,1,0,0,1,0,1,20,0,12.7,3.7,-1.7,Graduate
120,1,0,0,1,0,0,30,0,7.6,2.6,0.32,Dropout
123.5,1,0,0,1,0,1,19,0,12.4,0.5,1.79,Graduate
116.1,1,0,0,1,0,0,22,0,12.7,3.7,-1.7,Graduate
110.8,1,0,0,1,0,0,18,0,11.1,0.6,2.02,Graduate
142.8,1,0,0,1,0,0,23,0,7.6,2.6,0.32,Dropout
155.5,1,0,0,1,0,0,18,0,11.1,0.6,2.02,Graduate
126.7,1,0,0,1,0,0,18,0,15.5,2.8,-4.06,Enrolled
163.5,0,0,1,0,1,0,50,0,10.8,1.4,1.74,Dropout
161.9,1,0,0,1,0,1,19,1,13.9,-0.3,0.79,Graduate
123.3,1,0,0,1,0,0,22,1,13.9,-0.3,0.79,Graduate
137.5,0,0,1,1,0,1,23,1,12.4,0.5,1.79,Graduate
166.6,0,0,1,0,0,1,20,0,12.7,3.7,-1.7,Dropout
103.5,0,0,0,0,0,0,44,0,13.9,-0.3,0.79,Dropout
110,0,0,0,1,1,0,49,0,15.5,2.8,-4.06,Graduate
128.2,0,0,0,1,1,0,46,0,7.6,2.6,0.32,Graduate
137.7,1,0,0,0,1,0,41,0,12.4,0.5,1.79,Dropout
128.8,1,0,0,1,1,0,18,0,13.9,-0.3,0.79,Graduate
170,0,0,0,1,1,0,43,0,9.4,-0.8,-3.12,Graduate
116.4,0,0,1,0,1,0,70,0,10.8,1.4,1.74,Dropout
100.9,0,0,0,1,1,0,48,0,15.5,2.8,-4.06,Dropout
136,0,0,0,1,1,0,41,0,15.5,2.8,-4.06,Graduate
130,0,0,0,1,1,0,21,0,12.7,3.7,-1.7,Enrolled
100,0,0,1,0,1,0,35,1,16.2,0.3,-0.92,Dropout
157,1,0,0,1,1,0,44,0,10.8,1.4,1.74,Graduate
152.1,1,0,1,1,1,0,18,0,13.9,-0.3,0.79,Dropout
162.9,1,0,0,1,1,0,45,0,7.6,2.6,0.32,Graduate
137.2,0,0,0,1,1,0,20,0,15.5,2.8,-4.06,Enrolled
140,1,0,0,1,1,0,22,0,12.4,0.5,1.79,Graduate
146.5,0,0,0,1,1,0,39,0,13.9,-0.3,0.79,Dropout
130,0,0,0,0,1,0,20,0,12.4,0.5,1.79,Enrolled
128,0,0,0,1,1,0,49,0,8.9,1.4,3.51,Dropout
190,1,0,0,1,1,0,43,0,11.1,0.6,2.02,Dropout
133.2,1,0,0,1,1,0,32,0,7.6,2.6,0.32,Dropout
124.3,0,0,0,1,1,0,47,0,10.8,1.4,1.74,Graduate
138.1,0,0,0,1,1,1,37,0,16.2,0.3,-0.92,Dropout
144.3,0,0,0,1,1,0,41,0,10.8,1.4,1.74,Graduate
140,0,0,0,1,1,0,60,0,15.5,2.8,-4.06,Graduate
148.3,0,0,0,1,1,0,47,0,10.8,1.4,1.74,Graduate
96,0,0,1,0,1,0,50,0,12.4,0.5,1.79,Dropout
121.7,1,0,0,1,1,0,45,0,7.6,2.6,0.32,Dropout
160,0,0,1,0,1,0,45,0,15.5,2.8,-4.06,Dropout
110.3,0,0,0,1,1,0,33,0,7.6,2.6,0.32,Graduate
129,0,0,0,1,1,0,18,0,10.8,1.4,1.74,Graduate
150,0,0,0,1,1,0,43,0,9.4,-0.8,-3.12,Graduate
100,0,0,0,1,1,0,44,0,12.7,3.7,-1.7,Graduate
107.5,0,0,0,1,1,0,29,0,7.6,2.6,0.32,Dropout
170,0,0,1,0,1,0,53,0,12.7,3.7,-1.7,Dropout
123,0,0,0,1,1,0,37,0,9.4,-0.8,-3.12,Enrolled
138.5,1,0,0,1,1,0,18,0,13.9,-0.3,0.79,Enrolled
140,0,0,1,1,1,0,35,0,16.2,0.3,-0.92,Dropout
113.6,0,0,0,1,1,0,23,0,11.1,0.6,2.02,Enrolled
170,1,0,0,1,1,0,22,0,7.6,2.6,0.32,Graduate
115.5,0,0,0,0,1,0,33,0,10.8,1.4,1.74,Dropout
130,0,0,0,0,1,0,41,0,10.8,1.4,1.74,Dropout
140,0,0,0,1,1,0,51,0,13.9,-0.3,0.79,Graduate
126.6,0,0,0,1,1,0,19,0,11.1,0.6,2.02,Graduate
143.2,0,0,0,1,1,0,35,0,11.1,0.6,2.02,Dropout
131.4,1,0,0,1,1,0,20,1,7.6,2.6,0.32,Graduate
133.3,1,0,0,1,1,0,18,0,13.9,-0.3,0.79,Enrolled
118.3,0,0,1,0,1,1,18,0,13.9,-0.3,0.79,Dropout
140,0,0,0,1,1,0,21,0,13.9,-0.3,0.79,Graduate
124.7,1,0,0,1,1,0,21,0,13.9,-0.3,0.79,Graduate
140,0,0,0,1,1,0,34,0,9.4,-0.8,-3.12,Graduate
150,1,0,0,1,1,0,34,0,16.2,0.3,-0.92,Dropout
115.6,1,0,0,1,1,0,21,0,11.1,0.6,2.02,Graduate
116.9,0,0,0,1,1,0,32,0,13.9,-0.3,0.79,Enrolled
123.4,1,0,0,1,1,0,30,0,7.6,2.6,0.32,Dropout
146.5,1,0,1,1,1,0,19,0,8.9,1.4,3.51,Enrolled
117.1,1,0,0,1,1,0,20,0,8.9,1.4,3.51,Dropout
113.9,1,0,0,1,1,0,18,0,12.4,0.5,1.79,Dropout
128.7,0,0,0,1,1,0,19,0,8.9,1.4,3.51,Graduate
132.9,1,0,0,1,1,0,18,0,12.4,0.5,1.79,Dropout
123,0,0,0,1,1,0,27,0,12.7,3.7,-1.7,Dropout
129.8,1,0,0,1,1,0,52,0,9.4,-0.8,-3.12,Graduate
156.1,1,0,0,0,1,0,29,0,15.5,2.8,-4.06,Dropout
